name,category,address,lat,lng,benefitValue,discountPercent,benefit_source_url,benefit_note,address_enriched
어천저수지,관광지,경기도 화성시 매송면 어사로 47,37.2553968502478,126.914546654355,,,,,경기 화성시 매송면 어사로 47
애니랜드,관광지,경기도 화성시 송산면 지화리 산 70,37.2085693399565,126.666944856747,,,,,경기 화성시 송산면 지화리 산 70
하피랜드,관광지,경기도 화성시 팔탄면 시청로 888,37.1685726772365,126.888518355865,,,,,경기 화성시 팔탄면 시청로 888
하내테마파크,관광지,경기 화성시 서신면 당성로 102,37.1831052695841,126.693873133975,,,,,경기 화성시 서신면 당성로 102
안태울영농조합법인,관광지,경기 양주시 광적면 화합로81번길 375-66,37.8720498457402,126.950574672279,,,,,경기 양주시 광적면 화합로81번길 375-66
안성맞춤 자동차야영장,관광지,경기 안성시 보개면 남사당로 196-31,37.03149828049,127.309175735081,,,,,경기 안성시 보개면 남사당로 196-31
신화가족목공체험 캠핑소,관광지,경기 양평군 강상면 강상로 326,37.4673934560846,127.469119126738,,,,,경기 양평군 강상면 강상로 326
산우물쉼터캠핑장,관광지,경기도 안성시 양성면 산정산우물길 172-16,37.084060616682,127.192841514269,,,,,경기 안성시 양성면 산정산우물길 172-16
로하스 캠핑장,관광지,경기 연천군 중면 군중로 319-46,38.1324490975952,127.025232264505,,,,,경기 연천군 중면 군중로 319-46
땅에미소 오토캠핑장,관광지,경기도 연천군 청산면 거저울길 339,38.0557916811662,127.086352459163,,,,,경기 연천군 청산면 거저울길 339
율곡관광농원 캠핑장,관광지,경기도 안성시 삼죽면 밤고개안길 19-36,37.1021026544376,127.381660505159,,,,,경기 안성시 삼죽면 밤고개안길 19-36
용문산관광지 야영장,관광지,경기도 양평군 용문면 용문산로 684,37.5472918321575,127.579826726852,,,,,경기 양평군 용문면 용문산로 684
여주산촌오토캠핑장,관광지,경기 여주시 금사면 금품1로 552,37.4037827432567,127.491324687923,,,,,경기 여주시 금사면 금품1로 552
가평문화원,관광지,경기도 가평군 가평읍 문화로 131,37.8254310813271,127.506125214946,,,,,경기 가평군 가평읍 문화로 131
